OBJECTID,LifeCycleS,Shape.STLe,TRANSPORT_,TRANSPOR_1,TRAVEL_DIR,SPEED_LIMI,TOTAL_NUMB,DISASTER_R,TRUCK_ROUT,LEFT_LOCAL,RIGHT_LOCA,STRUCTURED,STRUCTUR_1,HIGHWAY_RO,HIGHWAY__1,SINGLE_HOU,FROM_LEFT_,TO_LEFT_HO,FROM_RIGHT,TO_RIGHT_H,ACCESS_RES,FROM_VEHIC,TO_VEHICLE,last_edite,AZIMUTH
24792,ACT,270.359312935044443,2651956,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,5121,Acland Rd,,,,101,199,100,198,N,,,2024/11/18 21:50:32.000,187.647
9584,ACT,58.012765123031322,308485,RLO,B,"50","2",N,N,Saturna Island,Saturna Island,30907,Acorn Lane,,,,,,,,N,,,2024/11/18 21:50:32.000,13.324
6263,ACT,103.530244666617349,301958,RLO,B,"50","2",N,N,North Saanich,North Saanich,19345,Acorn Pl,,,,11270,11298,11271,11299,N,,,2024/11/18 21:50:32.000,311.507
11284,ACT,96.694459217500281,352092,RLO,B,"50","2",N,N,Sooke,Sooke,36631,Acreman Pl,,,,6601,6649,6600,6648,N,,,2024/11/18 21:50:32.000,228.752
11286,ACT,96.091178976873437,352094,RLO,B,"50","2",N,N,Sooke,Sooke,36631,Acreman Pl,,,,6651,6709,6650,6708,N,,,2024/11/18 21:50:32.000,209.675
10091,ACT,234.418176700386311,309440,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,13656,Active Pass Dr,,,,1,199,0,198,N,,,2024/11/18 21:50:32.000,223.452
10092,ACT,183.218639890228616,309441,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,13656,Active Pass Dr,,,,201,459,200,458,N,,,2024/11/18 21:50:32.000,209.348
15297,ACT,80.291279004104155,514015,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,13656,Active Pass Dr,,,,461,573,460,572,N,,,2024/11/18 21:50:32.000,221.855
15298,ACT,157.959171372195300,514016,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,13656,Active Pass Dr,,,,575,699,574,698,N,,,2024/11/18 21:50:32.000,162.176
24958,ACT,99.933304819980592,2652378,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,13656,Active Pass Dr,,,,701,721,700,720,N,,,2024/11/18 21:50:32.000,202.391
6351,ACT,177.613655397004067,302089,RLO,B,"50","2",N,N,Victoria,Victoria,6377,Acton St,,,,1200,1298,1201,1299,N,,,2024/11/18 21:50:32.000,107.384
23086,ACT,8.708992980821606,2624308,RLO,B,"50","2",N,N,View Royal,View Royal,1331,Adams Pl,,,,,,,,N,,,2024/11/18 21:50:32.000,6.425
23087,ACT,69.317854966935187,2624309,RLO,B,"50","2",N,N,View Royal,View Royal,1331,Adams Pl,,,,0,6,1,5,N,,,2024/11/18 21:50:32.000,6.424
24159,ACT,19.927153949322516,2647780,RLO,B,"50","2",N,N,View Royal,View Royal,3093,Adams Rd,,,,,,3860,3861,N,,,2024/11/18 21:50:32.000,261.921
5782,ACT,210.372609370896186,301152,RLO,B,"50","2",N,N,Saanich,Saanich,23240,Adanac St,,,,1800,1898,1801,1899,N,,,2024/11/18 21:50:32.000,94.602
6009,ACT,297.499941258991953,301570,RLO,B,"50","2",N,N,Victoria,Victoria,23240,Adanac St,,,,1700,1798,1701,1799,N,,,2024/11/18 21:50:32.000,91.531
8268,ACT,59.881866018439275,306106,RLO,B,"50","2",N,N,Colwood,Colwood,14446,Addlington Pl,,,,3391,3399,3390,3398,N,,,2024/11/18 21:50:32.000,218.658
499,ACT,112.284831066645793,293718,RLO,B,"50","2",N,N,Sidney,Sidney,28435,Adela Pl,,,,2260,2308,2261,2309,N,,,2024/11/18 21:50:32.000,89.826
6720,ACT,339.281293288720860,302990,RLO,B,"50","2",N,N,Saanich,Saanich,17890,Adelaide Ave,,,,2800,2858,2801,2859,N,,,2024/11/18 21:50:32.000,34.727
14700,ACT,216.529496230621902,512696,RLO,B,"50","2",N,N,Saanich,Saanich,17890,Adelaide Ave,,,,2860,2898,2861,2899,N,,,2024/11/18 21:50:32.000,34.224
1218,ACT,261.699912585127038,294731,RLO,B,"50","2",N,N,Saanich,Saanich,8587,Adeline Pl,,,,1000,1078,1001,1079,N,,,2024/11/18 21:50:32.000,42.954
6428,ACT,50.456554078576069,302208,RLO,B,"50","2",N,N,View Royal,View Royal,33387,Adkin Pl,,,,1,9,0,10,N,,,2024/11/18 21:50:32.000,215.786
1927,ACT,92.874808386451079,295930,RLO,B,"50","3",N,N,Esquimalt,Esquimalt,8793,Admirals Rd,,,,480,498,481,499,N,,,2024/11/18 21:50:32.000,1.348
1929,ACT,86.815533715689369,295932,RLO,B,"50","3",N,N,Esquimalt,Esquimalt,8793,Admirals Rd,,,,500,548,501,549,N,,,2024/11/18 21:50:32.000,1.581
4672,ACT,99.039249357262378,299440,RLO,B,"50","2",N,N,Saanich,Saanich,8793,Admirals Rd,,,,3200,3248,3201,3249,N,,,2024/11/18 21:50:32.000,70.310
4673,ACT,127.656177203972959,299441,RLO,B,"50","2",N,N,Saanich,Saanich,8793,Admirals Rd,,,,3250,3278,3251,3279,N,,,2024/11/18 21:50:32.000,69.511
6516,ACT,249.077299027468086,302450,RLO,B,"50","3",N,N,Esquimalt,Esquimalt,8793,Admirals Rd,,,,400,478,401,479,N,,,2024/11/18 21:50:32.000,4.549
14486,ACT,93.111103880525434,512403,RLO,B,"50","3",N,N,Esquimalt,Esquimalt,8793,Admirals Rd,,,,550,598,551,599,N,,,2024/11/18 21:50:32.000,1.615
13876,ACT,230.164795296887462,451789,RLO,B,"30","2",N,N,View Royal,View Royal,59841,Admirals Walk Mall Access,,,,,,,,N,,,2024/11/18 21:50:32.000,182.529
8054,ACT,106.640066033456691,305763,RLO,B,"30","2",N,N,Colwood,Colwood,10918,Adye Rd,,,,2951,2969,2950,2968,N,,,2024/11/18 21:50:32.000,201.328
8056,ACT,198.256459113744910,305765,RLO,B,"30","2",N,N,Colwood,Colwood,10918,Adye Rd,,,,2901,2949,2900,2948,N,,,2024/11/18 21:50:32.000,201.876
8071,ACT,96.444189561444531,305781,RLO,B,"30","2",N,N,Colwood,Colwood,10918,Adye Rd,,,,2971,2999,2970,2998,N,,,2024/11/18 21:50:32.000,214.110
11709,ACT,93.475934533012293,367447,RLO,B,"50","2",N,N,Langford,Langford,11284,Affirmed Pl,,,,2571,2599,2570,2598,N,,,2024/11/18 21:50:32.000,277.015
7997,ACT,157.300321674409503,305697,RLO,B,"50","2",N,N,Colwood,Colwood,26478,Afriston Pl,,,,881,899,880,898,N,,,2024/11/18 21:50:32.000,250.135
9748,ACT,81.482729106176848,308769,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,16430,Agar Rd,,,,101,129,100,128,N,,,2024/11/18 21:50:32.000,212.837
21015,ACT,138.275285242400827,2406374,RLO,B,"50","2",N,N,Saanich,Saanich,24657,Agate Lane,,,,5160,5192,5161,5193,N,,,2024/11/18 21:50:32.000,33.974
21016,ACT,19.376327335178871,2406375,RLO,B,"50","2",N,N,Saanich,Saanich,24657,Agate Lane,,,,5194,5198,5195,5199,N,,,2024/11/18 21:50:32.000,12.465
22436,ACT,138.418709751760275,2594704,RLO,B,"50","2",N,N,Langford,Langford,87579,Aggregate Crt,,,,3140,3148,3141,3149,N,,,2024/11/18 21:50:32.000,267.776
22437,ACT,133.906974164247430,2594705,RLO,B,"50","2",N,N,Langford,Langford,87579,Aggregate Crt,,,,3150,3160,3151,3161,N,,,2024/11/18 21:50:32.000,278.271
1024,ACT,89.716833960956293,294408,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,32016,Aggregate Pl,,,,1940,1998,1941,1999,N,,,2024/11/18 21:50:32.000,117.340
4175,ACT,207.063614677647763,298756,RLO,B,"50","2",N,N,Saanich,Saanich,24682,Agnes St,,,,520,550,521,551,N,,,2024/11/18 21:50:32.000,79.216
4180,ACT,300.881881163173375,298761,RLO,B,"50","2",N,N,Saanich,Saanich,24682,Agnes St,,,,552,598,553,599,N,,,2024/11/18 21:50:32.000,79.661
4904,ACT,98.330668552186708,299815,RLO,B,"50","2",N,N,Esquimalt,Esquimalt,24682,Agnes St,,,,920,948,921,949,N,,,2024/11/18 21:50:32.000,20.724
12615,ACT,234.253859247804058,411682,RLO,B,"30","2",N,N,Saanich,Saanich,24682,Agnes St,,,,600,638,601,639,N,,,2024/11/18 21:50:32.000,79.943
12616,ACT,96.503276141054030,411683,RLO,B,"30","2",N,N,Saanich,Saanich,24682,Agnes St,,,,640,678,641,679,N,,,2024/11/18 21:50:32.000,82.962
3062,ACT,139.088649436429563,297349,RLO,B,"50","2",N,N,Saanich,Saanich,10501,Agnew Ave,,,,1600,1648,1601,1649,N,,,2024/11/18 21:50:32.000,112.420
6800,ACT,17.016632387167562,303209,RLO,B,"50","2",N,N,Saanich,Saanich,10501,Agnew Ave,,,,1550,1554,1551,1555,N,,,2024/11/18 21:50:32.000,112.508
14760,ACT,155.612957165687192,512777,RLO,B,"50","2",N,N,Saanich,Saanich,10501,Agnew Ave,,,,1556,1598,1557,1599,N,,,2024/11/18 21:50:32.000,112.510
10303,ACT,33.551725652426640,309932,RLO,B,"50","2",N,N,Pender Island,Pender Island,2398,Ainslie Point Rd,,,,8801,8801,8800,8800,N,,,2024/11/18 21:50:32.000,20.983
10310,ACT,281.656733189151964,309939,RLO,B,"50","2",N,N,Pender Island,Pender Island,2398,Ainslie Point Rd,,,,8813,8821,8806,8820,N,,,2024/11/18 21:50:32.000,305.590
15335,ACT,201.202341829251566,514087,RLO,B,"50","2",N,N,Pender Island,Pender Island,2398,Ainslie Point Rd,,,,8803,8809,8802,8802,N,,,2024/11/18 21:50:32.000,356.195
15336,ACT,46.422359342260243,514088,RLO,B,"50","2",N,N,Pender Island,Pender Island,2398,Ainslie Point Rd,,,,8811,8811,8804,8804,N,,,2024/11/18 21:50:32.000,316.123
23996,ACT,36.284703179301331,2644273,RLO,B,"50","2",N,N,Sooke,Sooke,95545,Ainsworth Gate,,,,,,6601,6607,N,,,2024/11/18 21:50:32.000,248.804
24000,ACT,48.368450136300488,2644277,RLO,B,"50","2",N,N,Sooke,Sooke,95545,Ainsworth Gate,,,,,,,,N,,,2024/11/18 21:50:32.000,68.805
24002,ACT,118.618285062674857,2644279,RLO,B,"50","2",N,N,Sooke,Sooke,95545,Ainsworth Gate,,,,6609,6665,,,N,,,2024/11/18 21:50:32.000,248.211
378,ACT,71.284658872018184,293520,RLO,B,"50","2",N,N,Sidney,Sidney,16370,Airedale Pl,,,,2086,2098,2085,2099,N,,,2024/11/18 21:50:32.000,90.121
9089,ACT,19.275394552900856,307456,RLO,B,"50","2",N,N,Sooke,Sooke,12959,Aitken Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,297.102
24091,ACT,163.781156468898274,2647372,RLO,B,"50","2",N,N,Langford,Langford,95221,Alabaster Crt,,,,2518,2558,2519,2563,N,,,2024/11/18 21:50:32.000,224.149
24092,ACT,31.452847292574322,2647373,RLO,B,"50","2",N,N,Langford,Langford,95221,Alabaster Crt,,,,2560,2576,2565,2581,N,,,2024/11/18 21:50:32.000,226.096
1268,ACT,143.807965790049820,294825,RLO,B,"50","2",N,N,Saanich,Saanich,14154,Alamida Cres,,,,4890,4918,4891,4921,N,,,2024/11/18 21:50:32.000,8.508
4736,ACT,395.348599321993959,299526,RLO,B,"50","2",N,N,Saanich,Saanich,12707,Alan Rd,,,,1201,1299,1200,1298,N,,,2024/11/18 21:50:32.000,290.691
5924,ACT,178.309573987673048,301424,RLO,B,"50","2",N,N,Saanich,Saanich,12707,Alan Rd,,,,1371,1419,1370,1418,N,,,2024/11/18 21:50:32.000,277.245
4876,ACT,364.813607054691261,299782,RLO,B,"50","2",N,N,Victoria,Victoria,12274,Albany St,,,,3000,3098,3001,3099,N,,,2024/11/18 21:50:32.000,26.410
21402,ACT,118.529915272938581,2421184,RLO,B,"50","2",N,N,Langford,Langford,79498,Albatross Pl,,,,801,831,800,830,N,,,2024/11/18 21:50:32.000,90.169
19590,ACT,169.575804774052500,2399465,RLO,B,"50","2",N,N,Saanich,Saanich,70829,Alberg Lane,,,,4100,4128,4101,4125,N,,,2024/11/18 21:50:32.000,357.351
2744,ACT,243.153749812623573,296975,RLO,B,"50","2",N,N,Victoria,Victoria,18435,Albert Ave,,,,1700,1798,1701,1799,N,,,2024/11/18 21:50:32.000,94.566
7763,ACT,274.626291770875753,305360,RLO,B,"30","2",N,N,Metchosin,Metchosin,28576,Albert Head Rd,,,,201,299,200,298,N,,,2024/11/18 21:50:32.000,305.059
4879,ACT,8.798659164327256,299786,RLO,B,"50","2",N,N,Saanich,Saanich,3817,Albina St,,,,,,,,N,,,2024/11/18 21:50:32.000,38.504
4880,ACT,260.645465549892151,299788,RLO,B,"50","2",N,N,Saanich,Saanich,3817,Albina St,,,,3000,3098,3001,3099,N,,,2024/11/18 21:50:32.000,37.084
4881,ACT,241.269672790634814,299789,RLO,B,"50","2",N,N,Saanich,Saanich,3817,Albina St,,,,2900,2998,2901,2999,N,,,2024/11/18 21:50:32.000,37.415
12253,ACT,35.611408742892507,398820,RLO,B,"50","2",N,N,Saanich,Saanich,3817,Albina St,,,,3200,3208,3201,3239,N,,,2024/11/18 21:50:32.000,38.032
12254,ACT,68.141892511728784,398821,RLO,B,"50","2",N,N,Saanich,Saanich,3817,Albina St,,,,3210,3298,3241,3299,N,,,2024/11/18 21:50:32.000,38.032
25174,ACT,148.242537845653459,2660366,RLO,B,"50","2",N,N,Saanich,Saanich,3817,Albina St,,,,3100,3148,3101,3155,N,,,2024/11/18 21:50:32.000,37.124
25175,ACT,144.694267017494525,2660367,RLO,B,"50","2",N,N,Saanich,Saanich,3817,Albina St,,,,3150,3198,3157,3199,N,,,2024/11/18 21:50:32.000,37.124
4438,ACT,341.766731110797252,299121,RLO,B,"50","2",N,N,Saanich,Saanich,8518,Albion Rd,,,,3200,3298,3201,3299,N,,,2024/11/18 21:50:32.000,36.580
8405,ACT,100.021415063737805,306327,RLO,B,"50","2",N,N,Colwood,Colwood,24500,Aldeane Ave,,,,2231,2249,2230,2248,N,,,2024/11/18 21:50:32.000,278.236
8406,ACT,232.644251499843961,306328,RLO,B,"50","2",N,N,Colwood,Colwood,24500,Aldeane Ave,,,,2251,2299,2250,2298,N,,,2024/11/18 21:50:32.000,272.203
10367,ACT,73.677754649661168,310078,RLO,F,"50","1",N,N,Colwood,Colwood,24500,Aldeane Ave,,,,1961,1999,1960,1998,N,,,2024/11/18 21:50:32.000,280.116
10368,ACT,913.404835658933735,310079,RLO,B,"50","2",N,N,Colwood,Colwood,24500,Aldeane Ave,,,,2001,2229,2000,2228,N,,,2024/11/18 21:50:32.000,278.249
21259,ACT,12.089709975843094,2412112,RLO,B,"50","2",N,N,Colwood,Colwood,24500,Aldeane Ave,,,,,,,,N,,,2024/11/18 21:50:32.000,343.474
21260,ACT,24.222864508558850,2412113,RLO,B,"50","2",N,N,Colwood,Colwood,24500,Aldeane Ave,,,,,,,,N,,,2024/11/18 21:50:32.000,343.472
2171,ACT,104.686454971404970,296254,RLO,B,"50","2",N,N,Esquimalt,Esquimalt,34932,Aldebury St,,,,700,728,701,729,N,,,2024/11/18 21:50:32.000,1.740
2172,ACT,63.006522714886827,296255,RLO,B,"50","2",N,N,Esquimalt,Esquimalt,34932,Aldebury St,,,,730,748,731,749,N,,,2024/11/18 21:50:32.000,6.990
9063,ACT,145.683086721588921,307417,RLO,B,"50","2",N,N,Sooke,Sooke,9150,Alder Park Terr,,,,7151,7199,7150,7198,N,,,2024/11/18 21:50:32.000,220.765
1472,ACT,212.412029720639026,295110,RLO,B,"50","2",N,N,North Saanich,North Saanich,20996,Alder Rd,,,,11100,11168,11101,11169,N,,,2024/11/18 21:50:32.000,1.261
1553,ACT,215.509898706880733,295202,RLO,B,"50","2",N,N,North Saanich,North Saanich,20996,Alder Rd,,,,11200,11248,11201,11249,N,,,2024/11/18 21:50:32.000,0.378
25015,ACT,75.884165790235841,2652953,RLO,B,"50","2",N,N,North Saanich,North Saanich,20996,Alder Rd,,,,11170,11198,,,N,,,2024/11/18 21:50:32.000,0.586
4025,ACT,402.970250355097562,298564,RLO,B,"50","2",N,N,Saanich,Saanich,14358,Alder St,,,,3200,3298,3201,3299,N,,,2024/11/18 21:50:32.000,350.744
6472,ACT,70.912577232674323,302298,RLO,B,"50","2",N,N,Victoria,Victoria,14358,Alder St,,,,3100,3128,3101,3129,N,,,2024/11/18 21:50:32.000,349.886
6473,ACT,220.059795056639103,302299,RLO,B,"50","2",N,N,Victoria,Victoria,14358,Alder St,,,,3130,3198,3131,3199,N,,,2024/11/18 21:50:32.000,349.961
10081,ACT,113.132629030970719,309414,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,16866,Alder Way,,,,1,149,0,150,N,,,2024/11/18 21:50:32.000,269.819
17150,ACT,197.958639635315393,1887290,RLO,B,"50","2",N,N,Shirley,Shirley,12756,Alderbrook Pl,,,,2736,2778,2735,2779,N,,,2024/11/18 21:50:32.000,356.939
17151,ACT,86.615467669495985,1887291,RLO,B,"50","2",N,N,Shirley,Shirley,12756,Alderbrook Pl,,,,2780,2798,2781,2799,N,,,2024/11/18 21:50:32.000,48.493
12831,ACT,232.277978935701299,415645,RLO,B,"50","2",N,N,Sooke,Sooke,54979,Alderbrook Ranch Rd,,,,4000,6126,4001,6127,N,,,2024/11/18 21:50:32.000,257.135
15649,ACT,18.611583907072500,566237,RLO,B,"50","2",N,N,Sooke,Sooke,54979,Alderbrook Ranch Rd,,,,6128,6298,6129,6299,N,,,2024/11/18 21:50:32.000,279.623
7985,ACT,52.123666618137982,305684,RLO,B,"50","2",N,N,Langford,Langford,15678,Alderglen Pl,,,,2631,2649,2630,2648,N,,,2024/11/18 21:50:32.000,325.844
1051,ACT,888.064764307640758,294461,RLO,B,"30","2",N,N,Saanich,Saanich,27099,Alderley Rd,,,,5300,5498,5301,5499,N,,,2024/11/18 21:50:32.000,345.261
24456,ACT,450.549223654352318,2650288,RLO,B,"30","2",N,N,Saanich,Saanich,27099,Alderley Rd,,,,5500,5648,5501,5649,N,,,2024/11/18 21:50:32.000,9.533
2112,ACT,80.782574729083748,296171,RLO,B,"50","2",N,N,Victoria,Victoria,11696,Alderman Rd,,,,1210,1298,1211,1299,N,,,2024/11/18 21:50:32.000,29.184
2113,ACT,10.911521866357599,296172,RLO,B,"50","2",N,N,Victoria,Victoria,11696,Alderman Rd,,,,1200,1208,1201,1209,N,,,2024/11/18 21:50:32.000,29.595
17570,ACT,95.054513706863929,1911385,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,32153,Alders Ave,,,,100,116,101,121,N,,,2024/11/18 21:50:32.000,66.318
22593,ACT,221.206627266931292,2610670,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,32153,Alders Ave,,,,118,160,125,175,N,,,2024/11/18 21:50:32.000,322.361
10910,ACT,87.604553239942959,331605,RLO,B,"50","2",N,N,View Royal,View Royal,25296,Aldersmith Pl,,,,111,119,106,108,N,,,2024/11/18 21:50:32.000,273.587
10911,ACT,14.246459758480350,331606,RLO,B,"50","2",N,N,View Royal,View Royal,25296,Aldersmith Pl,,,,121,127,110,118,N,,,2024/11/18 21:50:32.000,251.004
13873,ACT,99.603158695946988,451785,RLO,B,"50","2",N,N,View Royal,View Royal,25296,Aldersmith Pl,,,,101,109,100,104,N,,,2024/11/18 21:50:32.000,277.006
13874,ACT,11.682981759807726,451786,RLO,B,"50","2",N,N,View Royal,View Royal,25296,Aldersmith Pl,,,,,,,,N,,,2024/11/18 21:50:32.000,277.004
3046,ACT,66.743642947924272,297330,RLO,B,"50","2",N,N,Saanich,Saanich,5417,Alderwood St,,,,1640,1658,1641,1659,N,,,2024/11/18 21:50:32.000,92.165
3047,ACT,94.372178051001868,297331,RLO,B,"50","2",N,N,Saanich,Saanich,5417,Alderwood St,,,,1620,1638,1621,1639,N,,,2024/11/18 21:50:32.000,91.989
10119,ACT,98.916352658850073,309635,RLO,B,"30","2",N,N,Salt Spring Island,Salt Spring Island,12517,Aldous Rd,,,,101,119,100,118,N,,,2024/11/18 21:50:32.000,228.992
767,ACT,428.397433502992044,294054,RLO,B,"50","2",N,N,North Saanich,North Saanich,24848,Aldous Terr,,,,8600,8728,8601,8729,N,,,2024/11/18 21:50:32.000,339.782
8380,ACT,406.371554009356430,306289,RLO,B,"50","2",N,N,North Saanich,North Saanich,24848,Aldous Terr,,,,8500,8598,8501,8599,N,,,2024/11/18 21:50:32.000,348.464
3523,ACT,268.399011790521740,297898,RLO,B,"50","2",N,N,Saanich,Saanich,31529,Aldridge St,,,,3200,3298,3201,3299,N,,,2024/11/18 21:50:32.000,1.334
3525,ACT,251.125836756993237,297900,RLO,B,"50","2",N,N,Saanich,Saanich,31529,Aldridge St,,,,3300,3348,3301,3349,N,,,2024/11/18 21:50:32.000,0.852
5796,ACT,218.588655014961830,301177,RLO,B,"50","2",N,N,Saanich,Saanich,31529,Aldridge St,,,,3100,3198,3101,3199,N,,,2024/11/18 21:50:32.000,1.798
7602,ACT,109.503508897660438,305117,RLO,B,"50","2",N,N,Langford,Langford,989,Aldwynd Rd,,,,2801,2819,2800,2818,N,,,2024/11/18 21:50:32.000,202.754
7604,ACT,88.551949640095643,305120,RLO,B,"50","2",N,N,Langford,Langford,989,Aldwynd Rd,,,,2821,2839,2820,2838,N,,,2024/11/18 21:50:32.000,202.311
7605,ACT,55.254449942172933,305121,RLO,B,"50","2",N,N,Langford,Langford,989,Aldwynd Rd,,,,2841,2859,2840,2858,N,,,2024/11/18 21:50:32.000,199.619
7125,ACT,161.390278254738092,304158,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,24831,Alec Rd,,,,8090,8128,8091,8129,N,,,2024/11/18 21:50:32.000,358.909
7128,ACT,122.419195533950997,304162,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,24831,Alec Rd,,,,8130,8170,8131,8171,N,,,2024/11/18 21:50:32.000,357.981
11042,ACT,161.473497456548358,344038,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,24831,Alec Rd,,,,8260,8312,8261,8313,N,,,2024/11/18 21:50:32.000,1.488
11043,ACT,292.160551679225534,344039,RLO,B,"30","2",N,N,North Saanich,North Saanich,24831,Alec Rd,,,,8500,8578,8501,8579,N,,,2024/11/18 21:50:32.000,349.726
14833,ACT,75.997507047284785,513030,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,24831,Alec Rd,,,,8172,8196,8173,8197,N,,,2024/11/18 21:50:32.000,7.043
14834,ACT,191.200927044174676,513031,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,24831,Alec Rd,,,,8198,8258,8199,8259,N,,,2024/11/18 21:50:32.000,26.052
15441,ACT,512.352162364330638,534920,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,24831,Alec Rd,,,,8314,8480,8315,8481,N,,,2024/11/18 21:50:32.000,5.641
15442,ACT,56.685398060611696,534921,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,24831,Alec Rd,,,,8482,8498,8483,8499,N,,,2024/11/18 21:50:32.000,337.406
15443,ACT,68.632194571716852,534922,RLO,B,"30","2",N,N,North Saanich,North Saanich,24831,Alec Rd,,,,8580,8598,8581,8599,N,,,2024/11/18 21:50:32.000,11.204
14058,ACT,533.037473457136230,453529,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,60205,Alexander Blvd,,,,101,161,100,160,N,,,2024/11/18 21:50:32.000,87.756
4919,ACT,295.862766168932751,299830,RLO,B,"50","2",N,N,Esquimalt,Esquimalt,18651,Alexander Rd,,,,900,958,901,959,N,,,2024/11/18 21:50:32.000,67.708
8271,ACT,32.806857265374013,306109,RLO,B,"50","2",N,N,Colwood,Colwood,1372,Alfred Pl,,,,3361,3379,3360,3378,N,,,2024/11/18 21:50:32.000,200.245
6002,ACT,101.060262363298975,301562,RLO,B,"50","2",N,N,Victoria,Victoria,30050,Algoa Pl,,,,1700,1738,1701,1739,N,,,2024/11/18 21:50:32.000,111.101
8412,ACT,100.699298623249561,306334,RLO,B,"50","2",N,N,Colwood,Colwood,19217,Alicia Pl,,,,2251,2279,2250,2278,N,,,2024/11/18 21:50:32.000,224.149
8413,ACT,87.213272413377538,306335,RLO,B,"50","2",N,N,Colwood,Colwood,19217,Alicia Pl,,,,2281,2299,2280,2298,N,,,2024/11/18 21:50:32.000,254.063
8414,ACT,30.251120052322030,306336,RLO,B,"50","2",N,N,Colwood,Colwood,19217,Alicia Pl,,,,2301,2313,2321,2315,N,,,2024/11/18 21:50:32.000,237.928
8415,ACT,77.077469074546286,306337,RLO,B,"50","2",N,N,Colwood,Colwood,19217,Alicia Pl,,,,2323,2329,2300,2318,N,,,2024/11/18 21:50:32.000,336.525
8313,ACT,124.126731851322020,306154,RLO,B,"50","2",N,N,Colwood,Colwood,1441,Allandale Rd,,,,501,525,500,526,N,,,2024/11/18 21:50:32.000,290.902
8315,ACT,47.940934098951381,306158,RLO,B,"50","2",N,N,Colwood,Colwood,1441,Allandale Rd,,,,527,529,528,530,N,,,2024/11/18 21:50:32.000,290.879
8318,ACT,38.914518167388373,306161,RLO,B,"50","2",N,N,Colwood,Colwood,1441,Allandale Rd,,,,541,549,540,548,N,,,2024/11/18 21:50:32.000,290.870
11156,ACT,253.363958686510898,348326,RLO,B,"30","2",N,N,Colwood,Colwood,1441,Allandale Rd,,,,650,650,,,N,,,2024/11/18 21:50:32.000,110.726
11309,ACT,78.916594199834279,352286,RLO,B,"30","2",N,N,Colwood,Colwood,1441,Allandale Rd,,,,687,699,,,N,,,2024/11/18 21:50:32.000,312.847
11312,ACT,15.246309640040767,352292,RLO,B,"30","2",N,N,Colwood,Colwood,1441,Allandale Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,87.872
11313,ACT,62.070121982883194,352293,RLO,B,"30","2",N,N,Colwood,Colwood,1441,Allandale Rd,,,,685,685,651,651,N,,,2024/11/18 21:50:32.000,83.928
11314,ACT,28.822900416509093,352294,RLO,B,"30","2",N,N,Colwood,Colwood,1441,Allandale Rd,,,,681,683,,,N,,,2024/11/18 21:50:32.000,270.010
14953,ACT,121.188381407718126,513272,RLO,B,"50","2",N,N,Colwood,Colwood,1441,Allandale Rd,,,,531,539,532,538,N,,,2024/11/18 21:50:32.000,290.879
223,ACT,17.766880347039709,293336,RLO,B,"30","2",N,N,Sidney,Sidney,29736,Allbay Rd,,,,10340,10346,10341,10347,N,,,2024/11/18 21:50:32.000,41.151
413,ACT,202.374584547354317,293592,RLO,B,"30","2",N,N,Sidney,Sidney,29736,Allbay Rd,,,,10430,10454,10431,10447,N,,,2024/11/18 21:50:32.000,37.288
414,ACT,251.487950212297363,293594,RLO,B,"30","2",N,N,Sidney,Sidney,29736,Allbay Rd,,,,10456,10488,10449,10479,N,,,2024/11/18 21:50:32.000,96.677
415,ACT,69.498105831270379,293595,RLO,B,"20","2",N,N,Sidney,Sidney,29736,Allbay Rd,,,,10490,10498,10481,10481,N,,,2024/11/18 21:50:32.000,66.242
416,ACT,109.889330264787475,293596,RLO,B,"20","2",N,N,Sidney,Sidney,29736,Allbay Rd,,,,10500,10518,10483,10515,N,,,2024/11/18 21:50:32.000,4.820
418,ACT,32.603894955320840,293598,RLO,B,"20","2",N,N,Sidney,Sidney,29736,Allbay Rd,,,,10520,10528,10517,10529,N,,,2024/11/18 21:50:32.000,356.211
14331,ACT,224.641466841067967,512165,RLO,B,"30","2",N,N,Sidney,Sidney,29736,Allbay Rd,,,,10348,10428,10349,10429,N,,,2024/11/18 21:50:32.000,354.463
